Filename,AoA,CST Coeff 1,CST Coeff 2,CST Coeff 3,CST Coeff 4,CST Coeff 5,CST Coeff 6,CST Coeff 7,CST Coeff 8,Cl,Cd
e182,-1,-8.7078155e-02,-5.7851976e-02,-5.0087786e-02,-7.8032100e-02,1.2601770e-01,1.8186184e-01,1.6285615e-01,2.1111589e-03,-0.041325279,0.0152467189999999
e184,-1,-9.0767832e-02,-7.3142650e-02,-6.0163167e-02,-1.0979739e-01,1.1862097e-01,1.6196024e-01,1.5311442e-01,-3.5000924e-02,-0.11968478,0.015248952
e186,-1,-1.0156556e-01,-1.0568195e-01,-7.1885392e-02,-1.8152440e-01,1.3827319e-01,2.2409012e-01,1.1684025e-01,-1.7316804e-02,-0.15442944,0.01612297
e193,-1,-9.0069448e-02,-2.4577489e-02,-2.4424981e-02,6.4896405e-03,1.5751026e-01,2.8496235e-01,1.9213503e-01,1.9015540e-01,0.23252203,0.017759646
e201,-1,-1.0838344e-01,-8.0527013e-02,-4.4297617e-02,7.6055266e-03,1.6269687e-01,2.9371826e-01,1.9784121e-01,2.1081561e-01,0.17382604,0.028711905
e203,-1,-1.2622128e-01,-1.4444207e-01,-6.1899037e-02,1.3340138e-02,1.6830632e-01,3.0305601e-01,2.0370791e-01,2.3251811e-01,0.20753464,0.017693572
e205,-1,-9.5318743e-02,-4.1084268e-02,-4.1249214e-02,-4.5691764e-02,1.6415988e-01,2.8293648e-01,1.4794449e-01,1.6369105e-01,0.14934003,0.01644344
e207,-1,-1.1127416e-01,-9.5875270e-02,-6.1483864e-02,-4.3314506e-02,1.6748535e-01,2.9263946e-01,1.5187048e-01,1.8439137e-01,0.13405345,0.016961413
e209,-1,-1.2830909e-01,-1.5616186e-01,-7.8589043e-02,-4.1692303e-02,1.7176416e-01,3.0264656e-01,1.5480964e-01,2.0694166e-01,0.11508098,0.017487119
e210,-1,-1.1319862e-01,-7.9229330e-02,-5.2495941e-02,1.0768757e-01,1.9868582e-01,3.6443341e-01,1.8945146e-01,3.4686410e-01,0.37071653,0.026032238
e212,-1,-1.1936047e-01,-6.8191114e-02,-5.3267733e-02,1.2165490e-01,1.6519143e-01,2.3003603e-01,1.7105404e-01,2.8796799e-01,0.29349824,0.023802679
e214,-1,-9.2261535e-02,-3.0800881e-02,-5.2867365e-02,1.5202461e-01,1.7809956e-01,2.9033737e-01,2.0907977e-01,3.3613307e-01,0.3988137,0.0263559
e216,-1,-9.9708707e-02,4.9267678e-03,-8.9052989e-04,2.5537313e-01,1.8898181e-01,2.9851216e-01,2.0596186e-01,4.3624853e-01,0.47010045,0.046384879
e220,-1,-9.9752092e-02,-8.2873415e-02,-6.5006658e-02,-1.3725478e-01,1.6558343e-01,2.4148553e-01,2.4582528e-01,5.3710265e-02,0.02359743,0.016622794
e221,-1,-9.3683720e-02,-6.6575449e-02,-5.5471128e-02,-9.8327917e-02,1.5716345e-01,2.0170192e-01,1.3487928e-01,7.2576752e-02,-0.01232461,0.0169186739999999
e224,-1,-1.1310264e-01,-8.7976582e-02,-7.6469873e-02,1.1045329e-03,1.5487405e-01,1.9160478e-01,1.6453418e-01,1.7210624e-01,0.11484074,0.016844447
e226,-1,-1.2177051e-01,-1.1035379e-01,-9.1426172e-02,-5.6421243e-02,1.4723971e-01,1.6944476e-01,1.5081682e-01,1.1577662e-01,-0.00246318,0.015943362
e228,-1,-1.2644210e-01,-1.3357918e-01,-1.0032964e-01,-1.1481746e-01,1.4035388e-01,1.4470602e-01,1.3479517e-01,5.8417671e-02,-0.11625233,0.015959608
e230,-1,-1.3279786e-01,-1.5934435e-01,-1.0736114e-01,-1.7772245e-01,1.3108024e-01,1.1876501e-01,1.1593773e-01,3.1114392e-04,-0.23520964,0.016257305
e71,-1,-4.6067336e-02,8.9318516e-02,3.6911989e-02,2.3787982e-01,1.3029090e-01,1.9499616e-01,1.6121789e-01,3.1842558e-01,0.52395627,0.016298614
GOE 621 AIRFOIL,-1,-1.6528651e-01,-4.5256286e-02,5.0956721e-03,-3.0829142e-02,2.9937175e-01,3.2713461e-01,3.3802881e-01,2.8279788e-01,0.34930397,0.020005379
GOE 622 AIRFOIL,-1,-8.5985502e-02,-1.3917200e-02,-4.0764488e-02,-1.7881486e-02,1.4272898e-01,1.9065652e-01,1.4339714e-01,1.9220012e-01,0.15025676,0.015518617
GOE 623 AIRFOIL,-1,-1.1674738e-01,-1.8511960e-02,-5.5438747e-02,-2.4094900e-02,2.1826313e-01,3.0056499e-01,2.1665256e-01,2.7422200e-01,0.26415876,0.017739508
GOE 624 AIRFOIL,-1,-1.4904815e-01,-1.6977502e-02,-7.2352588e-02,-2.7569947e-02,2.9715164e-01,4.0471273e-01,2.9071449e-01,3.4317044e-01,0.35190372,0.020546018
GOE 625 AIRFOIL,-1,-2.0920323e-01,-1.8727897e-02,-1.0275801e-01,-3.6252742e-02,3.6040956e-01,5.1511257e-01,3.0275469e-01,4.8959153e-01,0.36583536,0.0241035229999999
GOE 626 AIRFOIL,-1,-2.0579793e-01,-1.0821033e-01,8.6779297e-02,6.1608124e-02,2.9009339e-01,3.5614355e-01,2.5725617e-01,3.4429163e-01,0.42141665,0.020526436
GOE 627 AIRFOIL,-1,-1.1284293e-01,-8.7422860e-02,-1.0095992e-01,-1.0265461e-01,3.3991366e-01,3.0165448e-01,2.7846639e-01,3.5217120e-01,0.22840913,0.019837486
GOE 628 AIRFOIL,-1,-1.6321361e-01,-7.8864239e-02,6.5895080e-02,-2.0077503e-02,3.3932856e-01,3.8973941e-01,2.9663092e-01,3.0664461e-01,0.40621197,0.020875523
GOE 629 AIRFOIL,-1,-1.9345702e-01,-6.4664649e-02,-8.8865303e-02,-6.7251928e-02,2.1791872e-01,2.6390938e-01,2.3876360e-01,2.5859012e-01,0.15756329,0.018225252
GOE 630 AIRFOIL,-1,-8.6603567e-02,1.2125502e-01,2.4937380e-02,9.4936726e-02,2.7998815e-01,4.3802721e-01,3.1648981e-01,3.3266292e-01,0.60612352,0.021269591
GOE 632 AIRFOIL,-1,-1.3385808e-01,-1.8493823e-02,-9.5369293e-02,-1.9696324e-01,2.3795424e-01,3.3887581e-01,2.4516271e-01,2.4086079e-01,0.17573954,0.019609374
GOE 633 AIRFOIL,-1,-1.7284638e-01,-1.6298413e-02,-3.6539837e-02,-1.5499112e-01,2.5875470e-01,3.4367344e-01,2.0323577e-01,1.5407434e-01,0.14946403,0.018791643
GOE 645 AIRFOIL,-1,-1.6396654e-01,-5.6915004e-02,1.9957353e-02,-2.5656858e-02,3.0508618e-01,3.7109811e-01,2.2912026e-01,2.7536855e-01,0.18970063,0.067538911
GOE 646 AIRFOIL,-1,-2.1160159e-01,-1.5433440e-01,-1.9974110e-02,1.8949220e-02,3.0475625e-01,3.7382562e-01,3.1581245e-01,3.6755663e-01,0.30914719,0.038383559
GOE 647 AIRFOIL,-1,-1.4248638e-01,-5.9817672e-02,6.6165340e-03,-2.5280232e-02,3.3920224e-01,3.8679290e-01,2.7645786e-01,3.0685654e-01,0.33587483,0.031901569
GOE 648 AIRFOIL,-1,-1.4279338e-01,-7.2270036e-02,-8.2274114e-02,-7.8816020e-05,3.2477644e-01,3.1207830e-01,2.4730295e-01,3.0492300e-01,0.28572133,0.02685806
GOE 650 AIRFOIL,-1,-1.7449155e-01,-8.1710525e-02,6.2986386e-02,2.4176463e-02,2.5470191e-01,2.6804170e-01,2.8043683e-01,3.0830745e-01,0.369722,0.019821206
GOE 652 AIRFOIL,-1,-2.8343719e-01,5.9962755e-02,2.3945177e-01,3.6948628e-01,3.4547969e-01,4.1983523e-01,3.9496007e-01,4.1191391e-01,0.63735537,0.073841917
GOE 655 AIRFOIL,-1,-1.2463752e-01,-4.6499143e-02,-2.7931979e-02,-1.5547057e-02,2.9131622e-01,3.1771275e-01,2.4240554e-01,2.8541469e-01,0.31780485,0.018
GOE 670 AIRFOIL,-1,-1.2936774e-01,6.1448266e-02,-8.6310279e-02,-1.6663535e-02,1.7237682e-01,2.2136297e-01,1.9982226e-01,2.6122749e-01,0.23062669,0.017361888
GOE 673 AIRFOIL,-1,-8.4988213e-02,-9.7493868e-02,-2.1152631e-02,-4.7720913e-02,1.3204141e-01,2.7252363e-01,1.7107620e-01,2.7768832e-01,0.19544695,0.016921128
GOE 675 AIRFOIL,-1,-1.7418059e-01,3.6195373e-02,-3.3105757e-02,7.6561694e-03,2.9351257e-01,3.6692822e-01,3.5231769e-01,3.7839712e-01,0.27412407,0.060084057
GOE 676  M 12 AIRFOIL,-1,-1.3410508e-01,-4.9481973e-02,-1.4617625e-01,-1.1047782e-01,1.7548040e-01,2.5568426e-01,1.6612192e-01,2.1470552e-01,0.064432499,0.019640875
GOE 677  M 6 AIRFOIL,-1,-1.3676469e-01,-3.7964066e-02,-1.4190105e-01,-1.6085435e-01,1.7575835e-01,2.7197705e-01,1.5873163e-01,1.8974953e-01,0.032203939,0.017928412
GOE 679 AIRFOIL,-1,-2.2159883e-01,-6.8242248e-02,-9.0722476e-02,-6.5279578e-02,3.3991761e-01,4.0282138e-01,2.4856957e-01,4.5371788e-01,0.26136714,0.021863887
GOE 681 AIRFOIL,-1,-2.0320235e-01,-5.0463578e-02,-9.0257733e-02,-5.7928120e-02,3.1087343e-01,3.7762068e-01,2.7680130e-01,3.0057328e-01,0.27233845,0.0206053439999999
GOE 682 AIRFOIL,-1,-1.1845032e-01,3.3587511e-02,-3.3521739e-02,3.1612738e-02,2.0702044e-01,2.8579334e-01,2.2603642e-01,2.4859798e-01,0.32600063,0.017455795
GOE 683 AIRFOIL,-1,-2.2908676e-01,-1.5600827e-01,-1.4219460e-01,-3.0817335e-01,2.8921556e-01,4.2040037e-01,2.4103120e-01,2.3813304e-01,0.084268856,0.021686582
GOE 685 AIRFOIL,-1,-1.8347500e-01,-2.7879024e-02,2.6973491e-02,9.6502313e-04,2.0973848e-01,3.2917532e-01,2.0862406e-01,2.7157386e-01,0.30462766,0.01837161
GOE 692 AIRFOIL,-1,-1.8447829e-01,-1.2054365e-02,-9.1668252e-02,-2.9830010e-02,2.7500258e-01,3.7431692e-01,3.3625320e-01,4.0548916e-01,0.32089486,0.021243834
fx05h126,-1,-7.3124471e-02,-3.2981563e-02,-4.5627787e-02,-8.4126323e-02,1.9206755e-01,3.5223282e-01,2.8581826e-01,-3.6553913e-02,0.11602616,0.017597047
fx08s176,-1,-9.3000627e-02,-1.5218624e-02,-2.0828675e-01,1.7497759e-02,2.1300707e-01,5.4979821e-01,2.4409740e-01,2.5785223e-01,0.33018067,0.020639748
fx62k131,-1,-7.7230535e-02,-3.0674492e-02,-2.2570140e-01,2.7797267e-01,1.7888159e-01,2.9026057e-01,3.0613665e-01,3.3381385e-01,0.47251946,0.018765123
fx62k153,-1,-9.1526427e-02,-6.6364249e-02,-2.5118759e-01,2.7716865e-01,2.0842184e-01,2.9627934e-01,3.7237138e-01,3.5515850e-01,0.47262209,0.020156642
fx66a175,-1,-9.1971898e-02,-2.1421461e-01,2.5442245e-02,2.7261064e-02,1.9061956e-01,5.2627261e-01,1.4074386e-01,2.9417907e-01,0.33438499,0.019569301
fx66h60,-1,-4.5459342e-02,-9.6868895e-03,-1.0499777e-01,-7.7001304e-02,1.3012277e-01,1.5352146e-01,-1.0111613e-02,4.8492525e-02,-0.099383385,0.014923583
fx66h80,-1,-5.5455743e-02,-1.7926227e-02,-6.0425480e-02,-1.0201625e-01,1.3104104e-01,2.6391315e-01,2.1329559e-02,4.5017564e-02,-0.041027583,0.015439581
fx66s161,-1,-1.0659229e-01,-1.6239689e-01,-3.0901310e-02,4.3874590e-02,1.8754960e-01,4.5170918e-01,1.9268673e-01,2.4310352e-01,0.30626979,0.018780619
fx66s171,-1,-1.1328366e-01,-1.8658880e-01,-3.3888550e-02,3.4809843e-02,1.9519931e-01,4.7019500e-01,1.9923682e-01,2.4883985e-01,0.29952729,0.019250037
fx66s196,-1,-1.2621018e-01,-1.8951800e-01,-1.7496863e-01,8.6982226e-02,2.0465212e-01,4.4537123e-01,3.5670242e-01,2.2012422e-01,0.30289103,0.020889408
fx67k150,-1,-6.9568548e-02,-5.3254495e-02,-1.3201693e-01,4.5547727e-02,1.9449451e-01,3.2384317e-01,4.7201026e-01,1.3929702e-01,0.31246226,0.023526307
fx67k170,-1,-8.9069017e-02,-6.7008433e-02,-1.6731411e-01,3.5252474e-02,2.2462463e-01,3.4111840e-01,5.3815677e-01,1.3966071e-01,0.27643824,0.031674906
fx69h083,-1,-6.1288289e-02,-2.3734157e-02,-5.8663799e-02,-9.2102239e-02,1.3046680e-01,2.0954856e-01,1.6773442e-01,1.2817760e-01,0.072716323,0.015590145
fx69h098,-1,-8.9640891e-02,-8.4889314e-02,-6.8350329e-02,-1.2512416e-01,1.7087327e-01,1.9880613e-01,1.1903767e-01,1.9327352e-01,0.0376682,0.0168090589999999
fx71l150,-1,-1.7968381e-01,-1.9842607e-01,-2.3492253e-01,-1.4224004e-02,1.7968383e-01,1.9842604e-01,2.3492257e-01,1.4223977e-02,-0.06794508,0.036814022
fx72ls160,-1,-9.8568417e-02,7.6310225e-02,-5.5550190e-02,1.5114590e-01,2.7631642e-01,4.5651723e-01,5.1134846e-01,2.9195708e-01,0.64768633,0.031249222
fx73cl1152,-1,-1.7392961e-01,4.8786203e-02,-4.0581795e-03,9.9951561e-02,2.8284558e-01,5.0538717e-01,1.1684201e-01,2.8740242e-01,0.46393408,0.022717465
fx73cl2152,-1,-1.7072774e-01,4.4241250e-02,2.0966664e-03,3.3298961e-01,2.9005647e-01,4.9433110e-01,1.2812669e-01,5.2066152e-01,0.69882252,0.03839879
fx73cl3152,-1,-1.5073527e-01,5.7140571e-02,1.3023320e-01,2.1366847e-01,3.0901950e-01,5.0893541e-01,2.5755646e-01,3.9681457e-01,0.62207216,0.047758324
fx73k170,-1,-1.1006460e-01,-1.1480535e-01,-1.5580416e-01,1.5924999e-01,2.1458131e-01,3.4801103e-01,4.4916900e-01,2.5760449e-01,0.43560013,0.02467537
GOE 5K AIRFOIL,-1,-1.9669160e-02,-4.1688400e-03,-8.0295879e-03,-1.3196888e-02,4.9553266e-02,8.7939447e-02,9.5752175e-02,1.6530993e-01,0.08737752,0.013868752
GOE 6K AIRFOIL,-1,-4.0204131e-02,-8.6577893e-03,-1.6216395e-02,-2.8385915e-02,9.9603260e-02,1.7989780e-01,1.9255663e-01,3.3301151e-01,0.22547499,0.016027907
goe702,-1,-2.0541150e-01,-1.3245311e-02,-2.6001553e-02,-6.5030690e-02,3.0829016e-01,4.1990662e-01,2.7041037e-01,1.5134513e-01,0.27771497,0.020425958
goe703,-1,-2.3128390e-01,-1.3944953e-01,-2.3688995e-01,-2.9149983e-01,2.7597956e-01,3.6295750e-01,2.7150558e-01,2.6439220e-01,0.048492725,0.021610017
goe704,-1,-1.6205532e-01,-8.1673852e-02,-8.4561428e-02,-2.5272781e-01,2.0543559e-01,2.5968777e-01,1.9610090e-01,1.9169599e-01,0.031538187,0.01810701
goe711,-1,-6.3100091e-02,1.6658866e-02,-4.5968645e-02,3.9512109e-03,2.8995403e-01,5.0421030e-01,1.7173543e-01,6.3508669e-01,0.42799282,0.023567934
goe723,-1,-1.1896721e-01,-4.4594821e-02,6.2183218e-02,2.6876573e-02,1.8919601e-01,3.1669732e-01,2.2801603e-01,2.4173315e-01,0.34496526,0.017602003
goe735,-1,-2.0569731e-01,-1.0257791e-01,-1.4526100e-01,-1.7668199e-01,3.5248529e-01,4.5152396e-01,2.7973484e-01,1.2366060e-01,0.14220438,0.021846187
goe738,-1,-1.9285193e-01,-1.0710695e-01,-1.5586022e-01,-1.1440537e-01,2.4896790e-01,2.9150149e-01,2.2001356e-01,4.7828062e-02,-0.014385637,0.018361423
goe741,-1,-1.7430448e-01,2.6938520e-02,-1.1632939e-01,-1.5965036e-01,2.8974967e-01,4.1763392e-01,2.1576443e-01,4.7923340e-02,0.11564565,0.019953382
goe744,-1,-1.3659671e-01,1.3428576e-01,-6.2088551e-02,-1.2072420e-01,3.3320971e-01,4.8492695e-01,2.1799496e-01,2.7524895e-02,0.10998754,0.0401050529999999
goe746,-1,-5.7990332e-02,7.0704135e-02,-1.2115420e-02,-1.1995990e-01,2.0549149e-01,3.7378328e-01,1.2385783e-01,1.8331464e-02,0.088139862,0.019732668
goe758,-1,-1.0921240e-01,-4.9939520e-02,-2.0093200e-02,1.0854375e-02,2.1998985e-01,4.0193324e-01,2.1598768e-01,2.6245804e-01,0.34863283,0.018882967
goe767,-1,-1.7606120e-01,-6.5567725e-02,-1.2464495e-01,-6.8347843e-02,2.6692370e-01,1.6714604e-01,8.1705924e-02,1.1737881e-01,-0.018401491,0.018253833
goe769,-1,-1.5771371e-01,4.1984133e-02,-5.5422727e-02,5.3696791e-03,3.4896615e-01,3.0649507e-01,2.0093747e-01,1.8904340e-01,0.16019795,0.064266092
goe770,-1,-1.5657170e-01,-2.0495554e-01,-1.2199355e-01,-1.1591236e-01,3.4683673e-01,4.6615373e-01,2.5002060e-01,2.7169067e-01,0.21884437,0.0235248479999999
goe775,-1,-2.9616254e-01,-2.6570540e-01,-2.4466720e-01,-2.4539101e-01,2.9517021e-01,2.7740543e-01,2.3274713e-01,2.9682323e-01,-0.031807387,0.0550676509999999
goe776,-1,-3.5164510e-01,-3.2087455e-01,-2.8522480e-01,-2.9494394e-01,3.5182330e-01,3.2820727e-01,2.8056828e-01,3.4247880e-01,-0.035946881,0.028958147
goe777,-1,-1.3815376e-01,-1.3590783e-01,-1.2048275e-01,-7.8091198e-02,4.0616363e-01,5.4894464e-01,2.7486825e-01,3.3246747e-01,0.24956782,0.0422655429999999
goe780,-1,-8.0017843e-02,-1.2020571e-01,-1.4398199e-01,-2.5878989e-01,7.7151020e-02,1.7265922e-01,2.7726458e-01,1.4630790e-01,-0.077920144,0.0227842929999999
goe796,-1,-1.4979260e-01,1.1449352e-02,-9.7150644e-02,-2.3024303e-02,1.9561715e-01,3.0208132e-01,2.1431866e-01,3.1618422e-01,0.24879508,0.023989401
goe797,-1,-1.9750778e-01,5.0761705e-03,-1.1470597e-01,-1.6651866e-02,2.6615748e-01,3.9629015e-01,2.9045252e-01,4.3960825e-01,0.36543001,0.025245842
goe798,-1,-2.4514436e-01,3.2262787e-04,-1.3945539e-01,-4.4494746e-02,3.3353126e-01,4.8802403e-01,3.8079828e-01,5.1516967e-01,0.42042401,0.026311356
goe801,-1,-6.1240156e-02,1.0454284e-01,1.8520427e-02,6.1362149e-02,2.6140343e-01,3.1528013e-01,2.5689115e-01,3.1876563e-01,0.48058402,0.0236605729999999
goe803h,-1,-6.2985778e-02,2.0857509e-01,7.7658441e-02,2.2463053e-01,1.9909375e-01,3.0818489e-01,1.7250979e-01,3.0241673e-01,0.6311937,0.018211936
goe804,-1,-4.6956257e-02,1.8631373e-01,-4.4776515e-02,3.2938363e-01,1.5176161e-01,2.4770274e-01,2.4425122e-01,4.4056333e-01,0.70290507,0.019072951
e1098,-1,-1.2296538e-01,-2.0345800e-01,-1.6738267e-01,1.0967769e-01,2.2086630e-01,3.7564244e-01,3.8811930e-01,2.5345160e-01,0.31694078,0.020652053
e1200,-1,-1.4520361e-01,-9.3806010e-02,-2.4381754e-01,1.2339265e-01,2.6389272e-01,2.9761026e-01,3.8760654e-01,2.7183953e-01,0.31450501,0.020054169
e1210,-1,-1.8658832e-01,1.5543491e-02,-5.2199733e-02,5.8339288e-02,3.3687512e-01,4.0426112e-01,1.8824464e-01,2.6055085e-01,0.38971304,0.020143447
e1211,-1,-2.3307833e-01,-5.8365044e-02,-5.0980853e-02,4.9806150e-02,3.3734490e-01,4.1120304e-01,1.8885960e-01,2.7990595e-01,0.34481421,0.020699287
e1212,-1,-2.3628707e-01,-1.0669806e-01,-6.7872625e-02,-1.6908740e-02,3.2329608e-01,3.5349118e-01,1.7342745e-01,2.0846281e-01,0.19804549,0.019729621
e1212mod,-1,-2.9538171e-01,-7.5729553e-02,-1.0904645e-01,-5.3593677e-02,2.7012317e-01,3.7216275e-01,1.4077893e-01,1.7070906e-01,0.099691389,0.019765388
e1213,-1,-2.2782333e-01,-1.6077700e-01,-7.9713048e-02,-8.6003593e-02,3.0495850e-01,3.0881926e-01,1.5198135e-01,1.4058635e-01,0.054830105,0.019118058
e1214,-1,-2.1421499e-01,-2.4954506e-01,-6.5736617e-02,-1.2485176e-01,3.2208585e-01,3.7071650e-01,1.5725906e-01,1.8563103e-01,0.064235802,0.020228752
e1230,-1,-1.5046643e-01,-1.1000322e-01,-1.7828029e-01,-1.0529792e-02,2.9082825e-01,4.1646382e-01,1.5885237e-01,3.5574139e-01,0.22502838,0.019884473
e1233,-1,-1.5654084e-01,-7.9000501e-02,-2.6251335e-01,1.3197911e-01,3.0621546e-01,4.7502696e-01,1.8606460e-01,4.3879410e-01,0.3551318,0.021513786
E168  12pt45,-1,-1.6812972e-01,-1.9188947e-01,-8.7252927e-02,-9.3091206e-02,1.6812972e-01,1.9188945e-01,8.7252996e-02,9.3091215e-02,-0.082000622,0.023896691
E174  Dicke 8pt92,-1,-7.2548350e-02,8.2292814e-03,-1.1556489e-02,5.4260508e-02,1.5250295e-01,2.6898007e-01,1.9130453e-01,1.5400605e-01,0.27344883,0.016331928
E178  8pt69,-1,-7.9911191e-02,-2.4493219e-02,-2.9993530e-02,-1.1686970e-02,1.3764862e-01,2.2709400e-01,1.7757015e-01,7.6279336e-02,0.095546143,0.0192775889999999
e837,-1,-1.5389924e-01,-2.4341600e-01,-2.3632895e-01,-8.1822507e-02,1.5389155e-01,2.4343061e-01,2.3631155e-01,8.1830746e-02,-0.099592025,0.018600276
e838,-1,-1.5763575e-01,-2.6593997e-01,-3.0518880e-01,-8.0079872e-02,1.5763825e-01,2.6592090e-01,3.0521790e-01,8.0073000e-02,-0.091493094,0.020987323
e850,-1,-7.1268023e-02,-1.1122640e-01,-5.7664600e-02,5.4668995e-02,8.9423128e-02,1.3191707e-01,1.3708395e-01,2.5273639e-01,0.16489232,0.019476377
e851,-1,-7.4197787e-02,-1.0954919e-01,-5.0279669e-02,6.7945462e-02,1.0897631e-01,1.5683904e-01,1.9154866e-01,2.5470193e-01,0.21350084,0.0158531339999999
e852,-1,-7.7277127e-02,-1.0675895e-01,-4.7669224e-02,8.4003320e-02,1.2539540e-01,1.9492610e-01,2.2566618e-01,2.4522580e-01,0.21534288,0.0293397439999999
e853,-1,-9.1734578e-02,-1.1983585e-01,-4.8091663e-02,9.2543796e-02,1.4175077e-01,2.4862301e-01,2.3309601e-01,2.4580604e-01,0.28847184,0.018306741
e854,-1,-1.0244720e-01,-1.3805543e-01,-4.9462177e-02,8.3094618e-02,1.6491550e-01,3.2060592e-01,2.0318821e-01,2.9742660e-01,0.18448851,0.06477427
e855,-1,-1.1277579e-01,-1.6560658e-01,-4.1237208e-02,7.5213008e-02,1.9919609e-01,3.9285609e-01,2.0934269e-01,3.5158624e-01,0.35849045,0.0215405979999999
e856,-1,-1.3285945e-01,-1.8768388e-01,-3.8903693e-02,6.3378617e-02,2.4110926e-01,4.6469333e-01,2.0754629e-01,4.0826905e-01,0.37763353,0.0208305139999999
e857,-1,-1.5456037e-01,-2.0403435e-01,-3.7642329e-02,5.7974855e-02,2.8933774e-01,5.2442733e-01,1.9660183e-01,4.7491826e-01,0.38868739,0.022462155
e858,-1,-1.8286804e-01,-2.2903468e-01,-4.3013697e-02,4.1338740e-02,3.5271240e-01,5.6354697e-01,1.8843762e-01,5.0934767e-01,0.41601642,0.023901607
e862,-1,-3.8312327e-01,-5.5428306e-01,-1.9208901e-01,-3.2371518e-01,3.8312327e-01,5.5428306e-01,1.9208902e-01,3.2371518e-01,-0.14262953,0.03070481
e863,-1,-4.0526069e-01,-6.2579523e-01,-2.1334829e-01,-3.9691887e-01,4.0523610e-01,6.2588587e-01,2.1314766e-01,3.9711098e-01,-0.17989741,0.037539105
e864,-1,-4.2693578e-01,-6.8267687e-01,-2.4050925e-01,-4.6827139e-01,4.3067029e-01,6.8056936e-01,2.4166005e-01,4.6766476e-01,0.20842321,0.047720282
e874,-1,-9.8793954e-02,-8.2464584e-02,-3.2852751e-02,-9.6997473e-02,9.1685035e-02,1.9050147e-01,3.9437396e-02,1.4051256e-01,-0.026930997,0.015545826
e904,-1,-8.3125593e-02,-5.9902237e-02,-1.1801688e-01,-1.0131360e-01,1.0073332e-01,1.4607019e-01,1.9414867e-01,2.0735882e-01,0.0350923479999999,0.015708906
e908,-1,-8.0220824e-02,-3.6668905e-02,-9.8938040e-02,7.9837082e-02,9.4076908e-02,1.9091056e-01,1.9229271e-01,3.4739607e-01,0.25760463,0.01638984
MH 18  11pt16,-1,-9.0307191e-02,-6.9812988e-02,-4.7334743e-02,-1.2526233e-01,1.7192287e-01,2.3058381e-01,2.8649701e-01,5.2554657e-02,0.065591375,0.016602479
mh200,-1,-1.1272514e-01,-9.1397346e-02,-2.0209890e-01,5.2982354e-02,1.7895839e-01,2.2411905e-01,2.6921375e-01,2.1536831e-01,0.17219488,0.017205051
mh201,-1,-1.1263555e-01,-7.4667436e-02,-1.9955315e-01,1.2089641e-01,2.0631401e-01,2.4114612e-01,2.5345387e-01,2.8007116e-01,0.2697438,0.017718498
MH 20  9pt01,-1,-8.4460285e-02,-5.8888684e-02,-4.3143642e-02,-9.7607452e-02,1.4251402e-01,1.9468741e-01,1.8800189e-01,2.9054300e-02,-0.0053530381,0.015551147
MH 20 9pt01,-1,-8.4460285e-02,-5.8888684e-02,-4.3143642e-02,-9.7607452e-02,1.4251402e-01,1.9468741e-01,1.8800189e-01,2.9054300e-02,-0.0053530381,0.015551147
MH 22  7pt2,-1,-7.4382815e-02,-3.4187886e-02,-3.0621587e-02,-4.7868575e-02,1.1962798e-01,1.7732553e-01,1.0811485e-01,6.3257514e-02,0.015523458,0.014835227
MH 23  8,-1,-7.1673085e-02,-7.2117718e-02,-5.8522595e-02,-1.1929897e-01,1.2579950e-01,1.3689475e-01,1.4634595e-01,1.7179035e-01,0.016827787,0.015383949
MH 23 8,-1,-7.1673085e-02,-7.2117718e-02,-5.8522595e-02,-1.1929897e-01,1.2579950e-01,1.3689475e-01,1.4634595e-01,1.7179035e-01,0.016827787,0.015383949
MH 24  9pt01,-1,-7.9976151e-02,-7.6438561e-02,-8.7710130e-02,-1.3482956e-01,1.3286306e-01,1.5621501e-01,1.4987571e-01,2.2182725e-01,0.0244617229999999,0.0158994389999999
MH 25  9pt98,-1,-8.4256471e-02,-8.6122551e-02,-9.5198159e-02,-1.5963514e-01,1.4170175e-01,1.7153433e-01,1.7260529e-01,2.5626884e-01,0.033687598,0.016437346
MH 25 9pt98,-1,-8.4256471e-02,-8.6122551e-02,-9.5198159e-02,-1.5963514e-01,1.4170175e-01,1.7153433e-01,1.7260529e-01,2.5626884e-01,0.04439214,0.016937446
MH 26 10pt99,-1,-8.9126133e-02,-1.0218950e-01,-1.0093250e-01,-1.9298375e-01,1.4791966e-01,1.8821057e-01,1.8202224e-01,3.0423258e-01,0.036162851,0.041335206
MH 27 11pt99,-1,-9.4473100e-02,-1.1874850e-01,-1.0852761e-01,-2.3444843e-01,1.5338605e-01,2.0332691e-01,1.8899350e-01,3.4727700e-01,0.044194181,0.020092253
MH 30  7pt84,-1,-8.2916553e-02,-5.0269479e-02,-4.6696463e-02,-1.0411151e-02,1.3797914e-01,1.4736360e-01,1.5371127e-01,1.3316402e-01,0.06387708,0.033177555
MH 32  8pt7,-1,-8.1139025e-02,-4.2922760e-02,-4.0416157e-02,6.4156469e-03,1.5745327e-01,1.8286941e-01,1.7818025e-01,1.5884577e-01,0.16182895,0.015742889
MH33,-1,-8.3625090e-02,-6.2299458e-02,-5.2495196e-02,-5.4755503e-02,1.2383877e-01,1.2425142e-01,1.1236727e-01,1.3625115e-01,0.019270023,0.0150840319999999
