Filename,AoA,CST Coeff 1,CST Coeff 2,CST Coeff 3,CST Coeff 4,CST Coeff 5,CST Coeff 6,CST Coeff 7,CST Coeff 8,Cl,Cd
goe11k,2,-7.5872173e-02,-9.0389810e-04,-3.6004463e-02,-3.1910687e-02,1.2268929e-01,1.4990644e-01,1.8840087e-01,3.2607721e-01,0.48667601,0.017484153
goe122,2,-3.9327640e-02,4.6763158e-02,2.0638210e-02,-9.6031193e-03,1.7822927e-01,2.4250633e-01,1.5041295e-01,1.7338369e-01,0.56100385,0.017387174
goe123,2,-4.4173754e-02,2.2032609e-01,-3.7930757e-02,1.0792849e-01,1.7733773e-01,2.5326489e-01,2.0655577e-01,2.5339368e-01,0.7157505,0.028354871
goe124,2,-5.0896578e-02,1.1086554e-01,3.2316477e-02,6.5596288e-02,1.9992228e-01,2.9407447e-01,2.0968779e-01,2.2711657e-01,0.67213074,0.030043731
goe12k,2,-1.1293584e-01,-1.5005553e-03,-5.3471946e-02,-4.8253723e-02,1.8382049e-01,2.1912344e-01,2.9793535e-01,4.6433546e-01,0.55028013,0.035332081
goe134,2,-4.2013789e-02,5.8331568e-03,-2.2950355e-02,-2.6590657e-03,1.9888242e-01,3.0017426e-01,1.1634703e-01,3.5553699e-01,0.59498454,0.022324164
goe137,2,-7.1493032e-02,6.8879484e-02,-1.8254608e-02,2.3073256e-02,1.8918325e-01,2.8398571e-01,1.7098327e-01,2.2187506e-01,0.33633391,0.0732529059999999
goe13k,2,-1.5044550e-01,-1.8766511e-03,-7.1326893e-02,-6.3685186e-02,2.4405218e-01,2.9752697e-01,3.7510925e-01,6.4745507e-01,0.42460409,0.081844478
goe140,2,-3.8600473e-02,7.6777989e-02,9.9634938e-03,3.7242557e-02,2.1141589e-01,3.3424771e-01,1.3477922e-01,2.6753231e-01,0.69266733,0.019519282
goe143,2,-7.0412447e-02,6.1733663e-02,-7.4233473e-03,3.2862594e-02,1.9115571e-01,2.2347332e-01,1.4136289e-01,1.9613856e-01,0.57737028,0.01863429
goe147,2,-9.8336308e-02,1.0882011e-01,-2.6291713e-02,1.5940079e-02,2.0674404e-01,2.0523803e-01,1.1371161e-01,1.5351450e-01,0.52954593,0.017787505
goe14,2,-5.8076288e-02,1.7730205e-01,-4.4937397e-02,7.5364306e-02,3.1299504e-01,3.3063714e-01,2.6607495e-01,2.4000725e-01,0.42708288,0.088806073
goe14k,2,-1.1224553e-01,-9.2635819e-02,-3.8768189e-02,-2.3786051e-01,1.5167123e-01,2.0849273e-01,2.4337079e-01,4.6040449e-01,0.35880553,0.026653715
goe15,2,-2.8183536e-02,2.1613434e-01,-8.1454322e-03,3.4103995e-02,2.8992531e-01,3.7408732e-01,2.5015203e-01,2.9918965e-01,0.82455197,0.022441434
goe15k,2,-1.4030757e-01,-1.1544427e-01,-4.9218365e-02,-2.9627655e-01,1.8962540e-01,2.6005300e-01,3.0552636e-01,5.7436619e-01,0.25158472,0.022226755
goe16k,2,-1.6959349e-01,-1.3959520e-01,-5.9450392e-02,-3.5895308e-01,2.3022668e-01,3.1439184e-01,3.6968026e-01,6.9478464e-01,0.1381956,0.026601949
goe29b,2,-9.3648129e-02,1.8954372e-01,-2.4933336e-02,1.0334008e-01,2.8078282e-01,3.3873724e-01,2.1205790e-01,2.3939466e-01,0.80667478,0.020778516
goe55,2,-9.0619525e-02,4.3756233e-02,-3.3913240e-02,9.9110564e-03,1.7376430e-01,1.1700038e-01,3.4302173e-02,1.3101903e-01,0.40339905,0.015812879
EPPLER 337 AIRFOIL,2,-9.0781049e-02,-4.7387345e-02,-1.6509800e-01,-1.6793201e-01,2.2994054e-01,3.3892509e-01,1.0939681e-01,1.7126136e-01,0.34133726,0.018535769
EPPLER 338 AIRFOIL,2,-8.6021638e-02,-3.0818012e-02,-1.5756211e-01,-1.3027366e-01,2.3941373e-01,3.6064722e-01,1.2437415e-01,2.0498931e-01,0.40723658,0.018954389
EPPLER 339 AIRFOIL,2,-8.7973696e-02,-6.9017996e-03,-1.5504324e-01,-9.2811295e-02,2.4703104e-01,3.8499099e-01,1.3268948e-01,2.4518347e-01,0.47217133,0.019470823
EPPLER 340 AIRFOIL,2,-1.0052391e-01,-9.4403700e-02,-1.8311355e-01,-2.5602693e-01,2.2839937e-01,3.2038137e-01,8.5632135e-02,1.1658609e-01,0.22932507,0.018545095
EPPLER 341 AIRFOIL,2,-1.0042556e-01,-7.1585475e-02,-1.8491366e-01,-2.1795454e-01,2.3620773e-01,3.5147948e-01,9.3793572e-02,1.5260041e-01,0.28849675,0.0188721219999999
EPPLER 342 AIRFOIL,2,-9.9018224e-02,-5.1237452e-02,-1.8485631e-01,-1.7749461e-01,2.4634537e-01,3.7302067e-01,1.1038592e-01,1.8766402e-01,0.34915941,0.019247726
EPPLER 343 AIRFOIL,2,-9.9237569e-02,-3.1269331e-02,-1.7953564e-01,-1.3954387e-01,2.5524366e-01,3.9407717e-01,1.2658918e-01,2.2049643e-01,0.41053851,0.01968417
EPPLER 344 AIRFOIL,2,-9.9651738e-02,-9.6186114e-03,-1.7616526e-01,-1.0243719e-01,2.6285646e-01,4.1947356e-01,1.3362082e-01,2.5869987e-01,0.47195717,0.020204734
EPPLER 360 AIRFOIL,2,-1.1229947e-01,-9.1104277e-02,-1.9284304e-01,-8.5467239e-02,1.9592656e-01,2.1268585e-01,1.8115805e-01,1.2855517e-01,0.3038657999999999,0.017445183
EPPLER 361 AIRFOIL,2,-1.1012633e-01,-9.1433845e-02,-1.7265606e-01,-1.0156295e-01,1.9666198e-01,2.1507669e-01,1.8604638e-01,1.0090009e-01,0.29346772,0.017343828
EPPLER 377 AIRFOIL,2,-2.6819507e-02,4.0925732e-01,1.3332553e-01,1.5282934e-01,1.8568613e-01,3.2788083e-01,1.6673783e-01,1.6015343e-01,0.87581311,0.0268527129999999
EPPLER 377 MODIFIED AIRFOIL,2,-4.4466669e-02,5.6852540e-01,-3.2592889e-02,2.0177446e-01,1.8524637e-01,3.2837335e-01,1.6629870e-01,1.6030460e-01,0.70480192,0.063126705
EPPLER 378 AIRFOIL,2,-3.4629503e-02,3.6780820e-01,1.3383692e-01,1.0624440e-01,1.8027655e-01,3.1273956e-01,1.4436057e-01,1.1814077e-01,0.62577199,0.05008415
EPPLER 393 AIRFOIL,2,-9.2453950e-02,-4.4877058e-02,-4.1284655e-02,1.2393756e-01,1.6990956e-01,3.1063969e-01,2.2093513e-01,2.5489404e-01,0.35763726,0.07747555
EPPLER 395 AIRFOIL,2,-1.2090077e-01,-2.4569499e-02,1.0738182e-03,1.6683900e-01,1.9517889e-01,3.2190708e-01,2.9898909e-01,3.2844671e-01,0.8220039000000001,0.0215623179999999
EPPLER 396 AIRFOIL,2,-1.2397049e-01,-2.9557348e-02,-2.8952518e-03,1.5562404e-01,2.0624333e-01,3.3916122e-01,3.2302844e-01,3.2342934e-01,0.79953049,0.033146863
EPPLER 397 AIRFOIL,2,-1.3000085e-01,-5.3849808e-02,-6.7193209e-03,1.4788549e-01,2.0469746e-01,3.3120861e-01,3.4149087e-01,3.2050206e-01,0.51987181,0.070870072
EPPLER 398 AIRFOIL,2,-1.3293856e-01,-5.4548150e-02,-1.2063755e-02,1.4489109e-01,2.0893498e-01,3.7812416e-01,3.0139283e-01,3.1993224e-01,0.7971022,0.022346392
EPPLER 399 AIRFOIL,2,-1.4074467e-01,-7.9049162e-02,-1.8703163e-02,1.4595885e-01,2.1059307e-01,3.8204272e-01,3.0290307e-01,3.2885307e-01,0.80044667,0.027404792
EPPLER 403 AIRFOIL,2,-1.1831529e-01,-1.5120190e-01,-2.4075475e-01,2.3184608e-01,1.7908822e-01,2.5500799e-01,2.5591735e-01,4.2462360e-01,0.6431913,0.037792279
EPPLER 407 AIRFOIL,2,-1.1371868e-01,-1.3351306e-01,-2.1564045e-01,2.3611279e-01,1.7992529e-01,2.5201552e-01,2.7035778e-01,4.1528415e-01,0.60864611,0.048664578
EPPLER 417 AIRFOIL,2,-1.1375057e-01,-1.4943102e-01,-2.3818436e-01,2.3141812e-01,1.6140512e-01,2.4560673e-01,2.1203195e-01,4.4821996e-01,0.63759567,0.035960781
EPPLER 420 AIRFOIL,2,-1.2539587e-01,2.0724830e-01,1.1281962e-01,2.6162372e-01,3.4467511e-01,5.5915769e-01,3.4535516e-01,5.2356074e-01,1.2626386,0.034353466
EPPLER 421 AIRFOIL,2,-1.3891402e-01,1.3253703e-01,7.4717243e-02,1.4916010e-01,3.0687641e-01,5.3612659e-01,2.6179914e-01,4.3110000e-01,0.9492623,0.0485999
EPPLER 422 AIRFOIL,2,-1.2542786e-01,7.1225795e-02,6.5533841e-02,3.6705218e-02,2.9284825e-01,4.7876679e-01,2.1120886e-01,3.2382083e-01,0.8378068999999999,0.025236863
EPPLER 426 AIRFOIL,2,-1.7679991e-01,-9.8569646e-02,-9.5651102e-02,-1.8985010e-02,1.9651522e-01,1.5346595e-01,1.1380412e-01,9.9368022e-02,0.31058277,0.016977356
EPPLER 428 AIRFOIL,2,-1.8294500e-01,-1.0949727e-01,-8.9089434e-02,-2.8353908e-02,1.9502261e-01,1.5078202e-01,1.1171196e-01,9.6104532e-02,0.22710169,0.027746613
EPPLER 431 AIRFOIL,2,-1.0621953e-01,-1.9855914e-02,-2.3909404e-01,1.3570177e-01,2.2318701e-01,3.3733583e-01,3.4159523e-01,3.1315101e-01,0.67611763,0.02188004
EPPLER 432 AIRFOIL,2,-1.1741157e-01,-1.5517316e-02,-2.5105468e-01,1.3336827e-01,2.3208836e-01,3.9733045e-01,2.9321893e-01,3.0495701e-01,0.6764846999999999,0.02204692
S209110183,2,-9.5500643e-02,1.6543441e-03,-1.5392971e-02,5.5582802e-02,2.1092873e-01,2.4446883e-01,2.3834210e-01,1.4499297e-01,0.60712658,0.018262382
S301010384,2,-1.0491414e-01,-3.8776158e-02,-4.9929412e-02,2.5144103e-02,2.0275594e-01,2.2027393e-01,1.9264084e-01,1.1881837e-01,0.49689695,0.017470785
S301409585,2,-9.1147216e-02,-4.2506892e-02,-4.2473078e-02,-3.0079358e-02,1.8289696e-01,1.8277838e-01,2.2135130e-01,1.0514554e-01,0.4405024,0.016944322
S301609587,2,-9.6923740e-02,-6.4697645e-02,-4.7410078e-02,-4.2384999e-02,1.7666647e-01,1.6970436e-01,2.0534567e-01,9.2804681e-02,0.39549882,0.0166962919999999
S302109584,2,-8.5293069e-02,-2.7935118e-02,-3.5154028e-02,-2.0148738e-02,1.7047169e-01,2.3499071e-01,1.7204811e-01,1.5913140e-01,0.48189134,0.017134756
S4310,2,-8.8254432e-02,-3.4607341e-03,-3.3751332e-02,2.8648964e-02,2.1647877e-01,2.6292696e-01,2.6900242e-01,1.6512619e-01,0.60745849,0.0187184489999999
S4320,2,-7.3524130e-02,2.5780447e-02,2.9017820e-03,8.9607758e-02,2.0859194e-01,2.5515661e-01,2.4236999e-01,1.5525231e-01,0.6723305,0.018462535
S5010,2,-8.5908106e-02,-6.4587619e-02,-5.6411051e-02,-6.9849159e-02,1.8638778e-01,2.0689292e-01,1.6016934e-01,-7.0322585e-04,0.31251367,0.016384536
S5020,2,-5.7549324e-02,-2.9637779e-02,-3.7253999e-02,-5.9442621e-02,1.8110331e-01,1.9949834e-01,1.4574966e-01,-5.2131616e-03,0.33486568,0.015994732
S6061 9,2,-9.4023707e-02,-5.4406901e-02,-8.9347188e-02,-8.9322471e-03,1.4252797e-01,1.7515166e-01,1.7153717e-01,1.0773105e-01,0.38830554,0.016342517
S6062 8,2,-8.7327515e-02,-4.6840082e-02,-6.9879378e-02,-1.0327088e-02,1.2818455e-01,1.5462907e-01,1.5038564e-01,9.8198806e-02,0.3722522,0.015932081
S6063 7pt05,2,-8.1170829e-02,-4.0406637e-02,-5.2628207e-02,-3.5364985e-03,1.1670932e-01,1.3445791e-01,1.2852245e-01,8.9872049e-02,0.28647193,0.026715392
S7012 8pt75,2,-8.7547819e-02,-4.3659124e-02,-8.0778394e-02,5.7720706e-02,1.4495329e-01,2.0294261e-01,1.1975363e-01,1.4895496e-01,0.42425965,0.022728928
S7075 9,2,-9.2458382e-02,-7.1743656e-03,-6.2272321e-02,7.0613223e-02,1.7002635e-01,1.9764614e-01,2.0186165e-01,2.2535916e-01,0.5522521,0.0238892579999999
S8025 8,2,-1.1182212e-01,-8.7863628e-02,-6.7444138e-02,-4.1223755e-02,1.4712993e-01,1.0914310e-01,6.5229233e-02,5.1118070e-02,0.19735261,0.021472816
S8035 for RC aerobatic 14 thick,2,-1.9144579e-01,-1.9201809e-01,-1.5212751e-01,-1.3866650e-01,1.9144584e-01,1.9201818e-01,1.5212683e-01,1.3866836e-01,0.19467601,0.0185333
S8036 16,2,-1.4670341e-01,-1.5911360e-01,-1.8511346e-01,-1.0461947e-01,2.2784983e-01,2.7740561e-01,2.5614423e-01,2.1234931e-01,0.2093843,0.059210698
S8037 16,2,-1.3180505e-01,-1.4415595e-01,-1.4256866e-01,-1.2078306e-01,2.3880378e-01,3.1077397e-01,2.6901314e-01,2.1291765e-01,0.39751328,0.020081838
S8038 13,2,-1.3767148e-01,-1.5855772e-01,-1.4498937e-01,-7.8655201e-02,1.9480301e-01,2.0034891e-01,1.7516178e-01,1.6963770e-01,0.26606543,0.024263837
S8055 12,2,-1.1827047e-01,-8.2964805e-02,-1.3893052e-01,-3.7899820e-02,2.0610607e-01,1.7928997e-01,2.8265180e-01,1.3366924e-01,0.39692985,0.020052753
S8064,2,-1.2333987e-01,-1.2140758e-01,-1.7557078e-01,-6.9719666e-02,1.4989457e-01,1.7011429e-01,2.6503438e-01,1.6478561e-01,0.19912077,0.052630181
S8065 11 version of S8064,2,-1.1341075e-01,-1.0698856e-01,-1.4329603e-01,-5.8615427e-02,1.4016931e-01,1.5648177e-01,2.3486799e-01,1.4496176e-01,0.30977145,0.020242416
S8066 10 version of S8065 w lower,2,-1.0892162e-01,-9.9265291e-02,-1.3592281e-01,-4.1521809e-02,1.3038475e-01,1.4190156e-01,1.9921792e-01,1.2844929e-01,0.32074314,0.016833754
S9000 9,2,-8.9553220e-02,-3.4103970e-02,-7.4253094e-02,5.2231192e-02,1.6707707e-01,1.9403681e-01,1.5256777e-01,1.9197717e-01,0.47959217,0.022265028
S9026 9pt5,2,-1.4627616e-01,-1.1461451e-01,-1.0900063e-01,-7.4981575e-02,1.4627618e-01,1.1461451e-01,1.0900063e-01,7.4981575e-02,0.20986613,0.016313515
S9027 8,2,-1.3340489e-01,-8.8958833e-02,-8.5157778e-02,-6.3409317e-02,1.3340489e-01,8.8958833e-02,8.5157778e-02,6.3409317e-02,0.21246586,0.015639048
S9032 9,2,-1.4170166e-01,-1.0941359e-01,-9.2937520e-02,-7.0413816e-02,1.4170166e-01,1.0941361e-01,9.2937521e-02,7.0413816e-02,0.21253328,0.015871812
S9033 7.5,2,-1.2918608e-01,-8.1722614e-02,-7.1394213e-02,-5.2835898e-02,1.2918608e-01,8.1722614e-02,7.1394213e-02,5.2835898e-02,0.21363432,0.01537917
S9037 9,2,-7.7345716e-02,-1.5926053e-03,-1.9899729e-02,3.4247949e-02,1.8449330e-01,2.2033264e-01,2.0689621e-01,1.8115942e-01,0.57314283,0.017597762
SD800008988,2,-1.1610172e-01,-4.8115463e-02,-7.3535976e-02,1.3057867e-02,1.5976409e-01,1.5089335e-01,1.6363199e-01,1.4372620e-01,0.42166989,0.016612335
SD802001088,2,-1.4279850e-01,-1.3345082e-01,-1.1171402e-01,-1.1422428e-01,1.4281376e-01,1.3343116e-01,1.1173121e-01,1.1420537e-01,0.20646041,0.016336132
SELIG 300209983,2,-9.2512781e-02,-5.6609609e-03,-1.1946010e-01,1.2586599e-01,2.0286428e-01,2.0408718e-01,2.2244208e-01,1.7620793e-01,0.60052347,0.018042725
sg6040,2,-1.5376629e-01,-1.3415496e-01,-1.9559249e-01,7.2197240e-02,2.1303256e-01,3.0711533e-01,2.6490865e-01,2.8221092e-01,0.53145059,0.020412997
SG6040,2,-1.5376629e-01,-1.3415496e-01,-1.9559249e-01,7.2197240e-02,2.1303256e-01,3.0711533e-01,2.6490865e-01,2.8221092e-01,0.53145059,0.020412997
sg6041,2,-9.4495785e-02,-4.6302169e-02,-1.3437364e-01,7.5916918e-03,1.7708906e-01,1.6659586e-01,2.1323620e-01,2.0012675e-01,0.45203081,0.01734988
SG6041,2,-9.4495785e-02,-4.6302169e-02,-1.3437364e-01,7.5916918e-03,1.7708906e-01,1.6659586e-01,2.1323620e-01,2.0012675e-01,0.45203081,0.01734988
sg6042,2,-8.8499998e-02,4.3810880e-03,-7.5312581e-02,1.0158946e-01,1.9601745e-01,2.2057227e-01,2.4978255e-01,2.9099680e-01,0.66463052,0.0190973589999999
SG6042,2,-8.8499998e-02,4.3810880e-03,-7.5312581e-02,1.0158946e-01,1.9601745e-01,2.2057227e-01,2.4978255e-01,2.9099680e-01,0.66463052,0.0190973589999999
sg6043,2,-8.4258113e-02,5.6120151e-02,-1.8750582e-02,1.9522145e-01,2.1324567e-01,2.7398985e-01,2.8565241e-01,3.7662167e-01,0.86590441,0.0216171579999999
SG6043,2,-8.4258113e-02,5.6120151e-02,-1.8750582e-02,1.9522145e-01,2.1324567e-01,2.7398985e-01,2.8565241e-01,3.7662167e-01,0.86881131,0.030557583
SG6050,2,-1.5562085e-01,-1.6010402e-01,-4.0938984e-02,-1.4239676e-01,2.1046336e-01,3.4053332e-01,2.6608486e-01,3.0718664e-01,0.38002492,0.034713777
sg6051,2,-1.0160164e-01,-8.7076090e-02,-2.7555976e-02,-1.0376350e-01,1.6726657e-01,2.5378559e-01,2.6869228e-01,2.6655586e-01,0.30302648,0.052648215
SG6051,2,-1.0160164e-01,-8.7076090e-02,-2.7555976e-02,-1.0376350e-01,1.6726657e-01,2.5378559e-01,2.6869228e-01,2.6655586e-01,0.26694735,0.0884135809999999
SIKORSKY GS1 AIRFOIL,2,-1.8978988e-01,-3.0862281e-02,-3.0970944e-02,2.4724013e-02,2.2378461e-01,3.3725508e-01,2.3738083e-01,2.7485128e-01,0.18778993,0.01188124
SIKORSKY SC1012R8 AIRFOIL,2,-1.3470041e-01,-2.6444296e-02,-1.4944538e-01,-6.4616565e-02,3.0771415e-01,1.5773238e-01,2.3137853e-01,1.7247994e-01,0.41618411,0.018972839
SIKORSKY SC1094 R8 AIRFOIL,2,-1.0557085e-01,-2.0012163e-02,-1.1909361e-01,-4.9489914e-02,2.4279390e-01,1.2153993e-01,1.8252830e-01,1.3429025e-01,0.29950074,0.028598974
SIKORSKY SC1095 AIRFOIL,2,-1.3912019e-01,-6.8889653e-02,-1.1771135e-01,-7.9067589e-02,1.8085279e-01,1.1550691e-01,1.4942076e-01,1.2293082e-01,0.20734642,0.03047916
SIKORSKY SC2110 AIRFOIL,2,-8.0172735e-02,-5.2856510e-02,-1.5477583e-01,-4.6011941e-02,2.3683254e-01,9.0800162e-02,2.6052016e-01,1.1415276e-01,0.36961426,0.017755284
SIKORSKY SSCA07 AIRFOIL,2,-6.3874927e-02,-5.4804021e-02,-1.0603544e-01,-4.3851814e-02,1.3483173e-01,7.5355494e-02,1.6250450e-01,8.3587147e-02,0.28075159,0.017048271
SIKORSKY SSCA09  AIRFOIL,2,-8.2090984e-02,-7.0509617e-02,-1.3629653e-01,-5.6403366e-02,1.7335576e-01,9.6879002e-02,2.0893900e-01,1.0746542e-01,0.31594006,0.016799868
sm701,2,-1.3094471e-01,-1.0526833e-01,-2.1561536e-01,1.5841377e-01,2.6728282e-01,2.8825789e-01,3.0524158e-01,3.4293623e-01,0.67157829,0.02797271
Smoothed ATR airfoil coordinates obtained  using AFSMO Harry Morgan's NASA smoothing program2,2,-1.5105027e-01,-7.9606229e-02,-1.4972845e-01,-8.5346505e-02,3.0160982e-01,2.4613219e-01,2.1183308e-01,1.9562468e-01,0.40420943,0.01997035
Smoothed ATR airfoil coordinates obtained  using AFSMO Harry Morgan's NASA smoothing program,2,-1.5105027e-01,-7.9606229e-02,-1.4972845e-01,-8.5346505e-02,3.0160982e-01,2.4613219e-01,2.1183308e-01,1.9562468e-01,0.40946932,0.019612317
SOKOLOV AIRFOIL,2,-5.6725136e-02,1.1181465e-01,1.4501476e-01,1.5146703e-01,1.6198699e-01,3.1751382e-01,2.0353670e-01,3.2264269e-01,0.87191291,0.029098395
sokolov,2,-5.6725136e-02,1.1181465e-01,1.4501476e-01,1.5146703e-01,1.6198699e-01,3.1751382e-01,2.0353670e-01,3.2264269e-01,0.89142054,0.0201680669999999
SOMERS S102 AIRFOIL BLUNT,2,-1.0575281e-01,-1.4402195e-01,-2.4604124e-01,1.2573268e-01,2.1941721e-01,2.0942680e-01,3.1021879e-01,2.1974531e-01,0.52520906,0.019678829
SOMERS S102 AIRFOIL SHARP,2,-1.0575416e-01,-1.4400388e-01,-2.4605745e-01,1.2574037e-01,2.2106044e-01,2.0476252e-01,3.1918691e-01,2.0732514e-01,0.52353018,0.019656686
sp4621hp,2,-1.6306881e-01,-2.2599193e-01,-2.2367032e-01,3.1221466e-01,2.5932135e-01,4.1441541e-01,3.3752744e-01,3.6698226e-01,0.77004893,0.025740531
USA 22 AIRFOIL,2,-8.1608162e-02,4.9226384e-02,1.4727359e-02,8.5580853e-03,2.0526704e-01,2.8348523e-01,1.4050954e-01,2.1511186e-01,0.60466663,0.018074307
USA 25 AIRFOIL,2,-1.1663929e-01,2.1482609e-01,-1.3828348e-01,-1.4727057e-02,1.9988746e-01,3.1826039e-01,1.3758503e-01,3.2091081e-01,0.59506865,0.019001118
USA 26 AIRFOIL,2,-1.0413346e-01,7.8007784e-02,-4.9954837e-02,-7.5082025e-02,2.0849600e-01,2.9051763e-01,1.6167819e-01,3.0479113e-01,0.53938909,0.018679247
USA 27 AIRFOIL,2,-1.0147972e-01,7.3108329e-02,-4.6680756e-02,-7.9836945e-02,2.4097256e-01,3.2750438e-01,2.0680517e-01,3.4869386e-01,0.58125173,0.019957791
USA 27 mod AIRFOIL,2,-1.3245184e-01,4.4184072e-02,-7.0539368e-02,-1.2268923e-01,2.7478109e-01,3.5300663e-01,2.3293476e-01,3.9197161e-01,0.53657326,0.021143756
USA 28 AIRFOIL,2,-1.5467721e-01,-1.0629727e-01,5.4319441e-02,-1.3662482e-01,1.7313740e-01,3.3003596e-01,1.9088905e-01,3.4252825e-01,0.47136018,0.0195285
USA 29 AIRFOIL,2,-1.5387574e-01,-3.7795721e-03,6.9201318e-02,-1.6155477e-01,1.8782092e-01,4.1404507e-01,2.2167141e-01,3.4392359e-01,0.54889872,0.020791946
USA 31 AIRFOIL,2,-1.2613717e-01,9.5182828e-02,1.8377263e-01,-5.1273567e-02,3.5033784e-01,4.3984595e-01,3.9936444e-01,5.0282361e-01,0.82270034,0.028044556
USA 32 AIRFOIL,2,-9.8190577e-02,9.9636650e-02,1.6882416e-01,-1.7866535e-01,3.6978711e-01,4.4490551e-01,3.9347970e-01,5.3813695e-01,0.69110534,0.027789711
USA 33 AIRFOIL,2,-2.0797128e-01,1.3421158e-01,-2.3340885e-01,-8.0768231e-02,3.2090360e-01,3.3792054e-01,2.5259864e-01,2.3377701e-01,0.5053504,0.021531195
USA 34 AIRFOIL,2,-1.6908919e-01,1.7635672e-02,3.2101594e-02,-7.1881147e-02,3.8630904e-01,4.3628167e-01,4.4920931e-01,4.2314464e-01,0.71002243,0.048118878
USA 35 A AIRFOIL,2,-1.9059008e-01,1.4213018e-02,-7.5879416e-02,8.3420035e-03,3.6792720e-01,4.6158255e-01,3.2395826e-01,4.0166331e-01,0.49883804,0.066634749
USA 35 AIRFOIL,2,-1.8856921e-01,4.9644865e-03,-6.1966615e-02,-4.7550798e-03,3.6931853e-01,4.5807507e-01,3.2856857e-01,4.0023332e-01,0.69546058,0.039552566
USA35B AIRFOIL,2,-1.2163570e-01,-3.4640922e-02,-2.4878212e-02,-2.3607666e-01,2.2839352e-01,2.4891579e-01,2.4487362e-01,1.2858010e-02,0.30223984,0.019622901
USA 40 AIRFOIL,2,-1.4946400e-01,-8.7884270e-03,-8.6244583e-02,1.4152989e-01,2.5878106e-01,3.2716751e-01,2.0637361e-01,2.8799144e-01,0.72162308,0.020919232
USA 40 B AIRFOIL,2,-1.4948079e-01,-9.3210924e-03,-8.6560091e-02,1.3839336e-01,3.0467701e-01,3.0074365e-01,1.8924930e-01,2.6990664e-01,0.71113005,0.023694093
usa40,2,-1.4946400e-01,-8.7884270e-03,-8.6244583e-02,1.4152989e-01,2.5878106e-01,3.2716751e-01,2.0637361e-01,2.8799144e-01,0.72524659,0.020968712
USA 41 AIRFOIL,2,-6.6251164e-02,8.7282182e-02,5.0067624e-02,8.1642280e-02,1.5586917e-01,2.5169923e-01,1.5426635e-01,2.2040152e-01,0.68228421,0.018669792
USA 45 AIRFOIL,2,-1.1385634e-01,-4.9328024e-02,-9.7381571e-02,-7.0700477e-02,2.8944148e-01,3.6163973e-01,1.6986519e-01,2.5234063e-01,0.36175294,0.043081636
usa45,2,-1.1385634e-01,-4.9328024e-02,-9.7381571e-02,-7.0700477e-02,2.8944148e-01,3.6163973e-01,1.6986519e-01,2.5234063e-01,0.51622409,0.021941585
USA 45 M AIRFOIL,2,-9.2136967e-02,-3.8616839e-02,-7.8307751e-02,-5.5965788e-02,2.2882607e-01,2.9208103e-01,1.3560140e-01,2.0244592e-01,0.35370782,0.035320851
usa45m,2,-9.2136967e-02,-3.8616839e-02,-7.8307751e-02,-5.5965788e-02,2.2882607e-01,2.9208103e-01,1.3560140e-01,2.0244592e-01,0.34897131,0.036033319
USA 46 AIRFOIL,2,-9.8687270e-02,1.4144208e-02,-3.7139375e-02,6.7327680e-02,1.1535201e-01,1.7609568e-01,9.5439482e-02,1.4927512e-01,0.46541338,0.01880698
usa46,2,-9.8687270e-02,1.4144208e-02,-3.7139375e-02,6.7327680e-02,1.1535201e-01,1.7609568e-01,9.5439482e-02,1.4927512e-01,0.46900599,0.018300957
usa48,2,-1.2724670e-01,-1.6416210e-01,-5.7734965e-02,-5.4120298e-02,2.1661583e-01,3.2323857e-01,2.0843769e-01,3.3323771e-01,0.48475025,0.019977597
usa49,2,-7.2591437e-02,-2.3324123e-02,-7.1189573e-02,-1.8684991e-02,1.2632684e-01,1.6772787e-01,9.6222241e-02,1.7843199e-01,0.39812166,0.016156948
usa50,2,-5.5308427e-02,-4.3574838e-02,-2.0554675e-02,-4.4334873e-02,1.0446216e-01,1.9305698e-01,7.9973352e-02,2.0790201e-01,0.41091526,0.015900358
usa51,2,-8.0694795e-02,-2.8956549e-02,-7.0998579e-02,-3.3527716e-02,1.7981128e-01,2.2061527e-01,1.2713650e-01,2.0658266e-01,0.45036749,0.017080267
USA 5 AIRFOIL,2,-5.1360078e-02,1.1548847e-01,8.9637069e-03,-3.1175112e-03,1.7273778e-01,2.3951579e-01,1.5979500e-01,2.3150022e-01,0.60740311,0.017423854
usa98,2,-2.1071942e-01,2.6954829e-02,6.5696590e-02,1.3457712e-01,2.5625918e-01,3.9119531e-01,2.9610221e-01,4.5393279e-01,0.85930893,0.024719022
bw050209,2,-6.9666821e-02,-5.9563392e-02,-6.2060437e-02,-1.7965364e-01,1.3304452e-01,2.4852276e-01,7.8913948e-02,9.2270612e-02,0.25879463,0.016155135
c141a,2,-1.5374085e-01,-1.2211581e-01,-1.7337389e-01,-1.4246624e-01,1.8080114e-01,1.6092921e-01,2.3953087e-01,2.7980241e-01,0.28168012,0.018495779
c141b,2,-1.4931342e-01,-1.1709577e-01,-1.6434705e-01,-1.3895424e-01,1.7653202e-01,1.5982340e-01,2.3455974e-01,2.7340714e-01,0.28899517,0.018321844
c141c,2,-1.2663564e-01,-8.7844189e-02,-1.3057156e-01,-1.1822388e-01,1.5615636e-01,1.5384273e-01,2.1345753e-01,2.4420872e-01,0.32211624,0.017542459
